@relation lexicons/arabic/translated_from_english/text_lexicons_without_instructions_etc/bingliu_ar.txt

@attribute english string 
@attribute arabic string
@attribute buckwalter string
@attribute sentscore numeric 

@data
"infraction","مخالفة","mxAlfp",-1
"infringe","خرق","xrq",-1
"infringement","انتهاك","AnthAk",-1
"infringements","التعديات","AltEdyAt",-1
"infuriate","غضب","gDb",-1
"infuriated","غضب","gDb",-1
"infuriating","مغيظ","mgyZ",-1
"infuriatingly","للضيق","llDyq",-1
"inglorious","شائن","$A}n",-1
"ingrate","العاق","AlEAq",-1
"ingratitude","نكران الجميل","nkrAn Aljmyl",-1
"inhibit","منع","mnE",-1
"inhibition","كبت","kbt",-1
"inhospitable","غير مضياف","gyr mDyAf",-1
"inhospitality","inhospitality","inhospitality",-1
"inhuman","غير إنساني","gyr AnsAny",-1
"inhumane","غير إنساني","gyr AnsAny",-1
"inhumanity","وحشية","wH$yp",-1
"inimical","معاد","mEAd",-1
"inimically","inimically","inimically",-1
"iniquitous","ظالم","ZAlm",-1
"iniquity","إثم","Avm",-1
"injudicious","غير حكيم","gyr Hkym",-1
"injure","جرح","jrH",-1
"injurious","ضار","DAr",-1
"injury","جرح","jrH",-1
"injustice","ظلم","Zlm",-1
"injustices","الظلم","AlZlm",-1
"innuendo","تلميح","tlmyH",-1
"inoperable","متعذر التطبيق","mtE*r AltTbyq",-1
"inopportune","في غير محله","fy gyr mHlh",-1
"inordinate","متطرف","mtTrf",-1
"inordinately","مفرط","mfrT",-1
"insane","مجنون","mjnwn",-1
"insanely","بجنون","bjnwn",-1
"insanity","جنون","jnwn",-1
"insatiable","لا يشبع","lA y$bE",-1
"insecure","غير آمن","gyr Amn",-1
"insecurity","عدم الأمان","Edm AlAmAn",-1
"insensible","غير مدرك","gyr mdrk",-1
"insensitive","غير حساس","gyr HsAs",-1
"insensitively","insensitively","insensitively",-1
"insensitivity","عدم حساسية","Edm HsAsyp",-1
"insidious","مغو","mgw",-1
"insidiously","دهاء","dhA'",-1
"insignificance","تفاهة","tfAhp",-1
"insignificant","تافه","tAfh",-1
"insignificantly","بحقارة","bHqArp",-1
"insincere","غير مخلص","gyr mxlS",-1
"insincerely","بتصنع","btSnE",-1
"insincerity","نفاق","nfAq",-1
"insinuate","دس","ds",-1
"insinuating","متملق","mtmlq",-1
"insinuation","تلميح","tlmyH",-1
"insociable","insociable","insociable",-1
"insolence","وقاحة","wqAHp",-1
"insolent","وقح","wqH",-1
"insolently","وقاحة","wqAHp",-1
"insolvent","معسر","mEsr",-1
"insouciance","لا مبالاة","lA mbAlAp",-1
"instability","عدم إستقرار","Edm AstqrAr",-1
"instable","غير مستقر","gyr mstqr",-1
"instigate","تحريض","tHryD",-1
"instigator","مدبر","mdbr",-1
"instigators","المحرضين","AlmHrDyn",-1
"insubordinate","عاص","EAS",-1
"insubstantial","لا قيمة له","lA qymp lh",-1
"insubstantially","insubstantially","insubstantially",-1
"insufferable","لا يطاق","lA yTAq",-1
"insufferably","لا يطاق","lA yTAq",-1
"insufficiency","قصور","qSwr",-1
"insufficient","غير كاف","gyr kAf",-1
"insufficiently","غير كافية","gyr kAfyp",-1
"insular","جزيري","jzyry",-1
"insult","إهانة","AhAnp",-1
"insulted","أهان","AhAn",-1
"insulting","مهين","mhyn",-1
"insultingly","مهين","mhyn",-1
"insults","الشتائم","Al$tA}m",-1
"insupportable","غير محتمل","gyr mHtml",-1
"insupportably","insupportably","insupportably",-1
"insurmountable","لا يذلل","lA y*ll",-1
"insurmountably","insurmountably","insurmountably",-1
"insurrection","تمرد","tmrd",-1
"intefere","intefere","intefere",-1
"inteferes","inteferes","inteferes",-1
"intense","شديد","$dyd",-1
"interfere","تدخل","tdxl",-1
"interference","تدخل","tdxl",-1
"interferes","المحرضون","AlmHrDwn",-1
"intermittent","متقطع","mtqTE",-1
"interrupt","قطع","qTE",-1
"interruption","إعاقة","AEAqp",-1
"interruptions","انقطاع","AnqTAE",-1
"intimidate","تخويف","txwyf",-1
"intimidating","تخويفه","txwyfh",-1
"intimidatingly","intimidatingly","intimidatingly",-1
"intimidation","تخويف","txwyf",-1
"intolerable","لا يطاق","lA yTAq",-1
"intolerablely","intolerablely","intolerablely",-1
"intolerance","تعصب","tESb",-1
"intoxicate","دمن","dmn",-1
"intractable","صعب المراس","SEb AlmrAs",-1
"intransigence","عناد","EnAd",-1
"intransigent","عنيد","Enyd",-1
"intrude","تطفل","tTfl",-1
"intrusion","تطفل","tTfl",-1
"intrusive","تطفلي","tTfly",-1
"inundate","غمر","gmr",-1
"inundated","غمرت","gmrt",-1
"invader","غاز","gAz",-1
"invalid","باطل","bATl",-1
"invalidate","إبطال","AbTAl",-1
"invalidity","عدم صحة","Edm SHp",-1
"invasive","المجتاحة","AlmjtAHp",-1
"invective","قدح","qdH",-1
"inveigle","أغرى","Agry",-1
"invidious","حسود","Hswd",-1
"invidiously","حسدا","HsdA",-1
"invidiousness","الحسد","AlHsd",-1
"invisible","خفي","xfy",-1
"involuntarily","لا إرادية","lA ArAdyp",-1
"involuntary","لا إرادي","lA ArAdy",-1
"irascible","غضوب","gDwb",-1
"irate","غاضب","gADb",-1
"irately","irately","irately",-1
"ire","غضب","gDb",-1
"irk","ضايق","DAyq",-1
"irked","أغضب","AgDb",-1
"irking","مما ازعج","mmA AzEj",-1
"irks","يؤرق","yWrq",-1
"irksome","ممل","mml",-1
"irksomely","irksomely","irksomely",-1
"irksomeness","الملل","Almll",-1
"irksomenesses","irksomenesses","irksomenesses",-1
"ironic","ساخر","sAxr",-1
"ironical","ساخر","sAxr",-1
"ironically","ومن المفارقات","wmn AlmfArqAt",-1
"ironies","مفارقات","mfArqAt",-1
"irony","سخرية","sxryp",-1
"irragularity","irragularity","irragularity",-1
"irrational","غير منطقي","gyr mnTqy",-1
"irrationalities","اللاعقلانية","AllAEqlAnyp",-1
"irrationality","لاعقلانية","lAEqlAnyp",-1
"irrationally","غير عقلاني","gyr EqlAny",-1
"irrationals","اللا عقلانيون","AllA EqlAnywn",-1
"irreconcilable","لا يقبل المساومة","lA yqbl AlmsAwmp",-1
"irrecoverable","متعذر إصلاحه","mtE*r ASlAHh",-1
"irrecoverableness","irrecoverableness","irrecoverableness",-1
"irrecoverablenesses","irrecoverablenesses","irrecoverablenesses",-1
"irrecoverably","irrecoverably","irrecoverably",-1
"irredeemable","غير القابلة للاسترداد","gyr AlqAblp llAstrdAd",-1
"irredeemably","بلا رجعة","blA rjEp",-1
"irreformable","irreformable","irreformable",-1
"irregular","غير منتظم","gyr mntZm",-1
"irregularity","عدم انتظام","Edm AntZAm",-1
"irrelevance","اللاعلاقية","AllAElAqyp",-1
"irrelevant","غير ذات صلة","gyr *At Slp",-1
"irreparable","متعذر إصلاحه","mtE*r ASlAHh",-1
"irreplacible","irreplacible","irreplacible",-1
"irrepressible","معتذر كبحه","mEt*r kbHh",-1
"irresolute","متردد","mtrdd",-1
"irresolvable","متعذر حله","mtE*r Hlh",-1
"irresponsible","غير مسؤول","gyr msWwl",-1
"irresponsibly","غير مسؤول","gyr msWwl",-1
"irretating","irretating","irretating",-1
"irretrievable","متعذر إصلاحه","mtE*r ASlAHh",-1
"irreversible","لا رجعة فيه","lA rjEp fyh",-1
"irritable","سريع الغضب","sryE AlgDb",-1
"irritably","بانفعال","bAnfEAl",-1
"irritant","إزعاج","AzEAj",-1
"irritate","غضب","gDb",-1
"irritated","منزعج","mnzEj",-1
"irritating","مزعج","mzEj",-1
"irritation","تهيج","thyj",-1
"irritations","تهيج","thyj",-1
"isolate","عزل","Ezl",-1
"isolated","معزول","mEzwl",-1
"isolation","العزلة","AlEzlp",-1
"issue","القضية","AlqDyp",-1
"issues","قضايا","qDAyA",-1
"itch","حكة","Hkp",-1
"itching","الحكة","AlHkp",-1
"itchy","بياكلني","byAklny",-1
"jabber","هذرم","h*rm",-1
"jaded","سئم","s}m",-1
"jagged","ممزق","mmzq",-1
"jam","مربى","mrby",-1
"jarring","متنافر","mtnAfr",-1
"jaundiced","مستهجن","msthjn",-1
"jealous","غيور","gywr",-1
"jealously","بغيرة","bgyrp",-1
"jealousness","الغيرة","Algyrp",-1
"jealousy","غيرة","gyrp",-1
"jeer","تهكم","thkm",-1
"jeering","الإستهزاء","AlAsthzA'",-1
"jeeringly","jeeringly","jeeringly",-1
"jeers","السخريات","AlsxryAt",-1
"jeopardize","يعرض للخطر","yErD llxTr",-1
"jeopardy","خطر","xTr",-1
"jerk","رعشة","rE$p",-1
"jerky","متشنج","mt$nj",-1
"jitter","غضب","gDb",-1
"jitters","التوتر","Altwtr",-1
"jittery","نرفز","nrfz",-1
"job-killing","لقتل العمل","lqtl AlEml",-1
"jobless","العاطلين عن العمل","AlEATlyn En AlEml",-1
"joke","نكتة","nktp",-1
"joker","مهرج","mhrj",-1
"jolt","هزة","hzp",-1
"judder","الاهتزاز","AlAhtzAz",-1
"juddering","juddering","juddering",-1
"judders","judders","judders",-1
"jumpy","وثاب","wvAb",-1
"junk","خردة","xrdp",-1
"junky","المدمن","Almdmn",-1
"junkyard","مخلفات","mxlfAt",-1
"jutter","jutter","jutter",-1
"jutters","jutters","jutters",-1
"kaput","مفلس","mfls",-1
"kill","قتل","qtl",-1
"killed","قتل","qtl",-1
"killer","القاتل","AlqAtl",-1
"killing","قتل","qtl",-1
"killjoy","مفسد البهجة","mfsd Albhjp",-1
"kills","يقتل","yqtl",-1
"knave","الوغد","Alwgd",-1
"knife","سكين","skyn",-1
"knock","طرق","Trq",-1
"knotted","معقد","mEqd",-1
"kook","كوك","kwk",-1
"kooky","kooky","kooky",-1
"lack","نقص","nqS",-1
"lackadaisical","واهن","wAhn",-1
"lacked","تفتقر","tftqr",-1
"lackey","خادم","xAdm",-1
"lackeys","أذناب","A*nAb",-1
"lacking","تفتقر","tftqr",-1
"lackluster","باهتة","bAhtp",-1
"lacks","تفتقر","tftqr",-1
"laconic","مقتضب","mqtDb",-1
"lag","تأخر","tAxr",-1
"lagged","تخلفت","txlft",-1
"lagging","المتلكئة","Almtlk}p",-1
"laggy","laggy","laggy",-1
"lags","التخلف","Altxlf",-1
"laid-off","المسرحين","AlmsrHyn",-1
"lambast","توجيه اللوم","twjyh Allwm",-1
"lambaste","ضرب بعنف","Drb bEnf",-1
"lame","أعرج","AErj",-1
"lame-duck","البطة العرجاء","AlbTp AlErjA'",-1
"lament","مرثاة","mrvAp",-1
"lamentable","مؤسف","mWsf",-1
"lamentably","أسف","Asf",-1
"languid","ضعيف","DEyf",-1
"languish","هزل","hzl",-1
"languor","كسل","ksl",-1
"languorous","واهن","wAhn",-1
"languorously","languorously","languorously",-1
"lanky","طويل وضامر","Twyl wDAmr",-1
"lapse","هفوة","hfwp",-1
"lapsed","ساقطا","sAqTA",-1
"lapses","هفوات","hfwAt",-1
"lascivious","فاسق","fAsq",-1
"last-ditch","أخيرة","Axyrp",-1
"latency","كمون","kmwn",-1
"laughable","مضحك","mDHk",-1
"laughably","صبرهما","SbrhmA",-1
"laughingstock","أضحوكة","ADHwkp",-1
"lawbreaker","الخارق للقانون","AlxArq llqAnwn",-1
"lawbreaking","خرق القانون","xrq AlqAnwn",-1
"lawless","فوضوي","fwDwy",-1
"lawlessness","فوضى","fwDy",-1
"layoff","تسريح","tsryH",-1
"layoff-happy","، أبعدته عن الملاعب سعيد",", AbEdth En AlmlAEb sEyd",-1
"lazy","كسول","kswl",-1
"leak","تسرب","tsrb",-1
"leakage","تسرب","tsrb",-1
"leakages","التسربات","AltsrbAt",-1
"leaking","تسريب","tsryb",-1
"leaks","تسرب","tsrb",-1
"leaky","راشح","rA$H",-1
"lech","ليخ","lyx",-1
"lecher","الفاسق","AlfAsq",-1
"lecherous","فاسق","fAsq",-1
"lechery","فسق","fsq",-1
"leech","علقة","Elqp",-1
"leer","غمز","gmz",-1
"leery","حذر","H*r",-1
"left-leaning","الذي يميل الى اليسار","Al*y ymyl Aly AlysAr",-1
"lemon","ليمون","lymwn",-1
"lengthy","طويل","Twyl",-1
"less-developed","الأقل نموا","AlAql nmwA",-1
"lesser-known","المعروف أقل","AlmErwf Aql",-1
"letch","letch","letch",-1
"lethal","قاتل","qAtl",-1
"lethargic","نوامي","nwAmy",-1
"lethargy","سبات","sbAt",-1
"lewd","خليع","xlyE",-1
"lewdly","lewdly","lewdly",-1
"lewdness","فاحشة","fAH$p",-1
"liability","مسئولية","ms}wlyp",-1
"liable","عرضة","ErDp",-1
"liar","كذاب","k*Ab",-1
"liars","كذابون","k*Abwn",-1
"licentious","فاجر","fAjr",-1
"licentiously","licentiously","licentiously",-1
"licentiousness","الإ جازة الرسمية","AlA jAzp Alrsmyp",-1
"lie","كذبة","k*bp",-1
"lied","كذب","k*b",-1
"lier","الكذاب","Alk*Ab",-1
"lies","الأكاذيب","AlAkA*yb",-1
"life-threatening","تهدد الحياة","thdd AlHyAp",-1
"lifeless","ميت","myt",-1
"limit","حد","Hd",-1
"limitation","تحديد","tHdyd",-1
"limitations","القيود","Alqywd",-1
"limited","محدود","mHdwd",-1
"limits","حدود","Hdwd",-1
"limp","عرج","Erj",-1
"listless","فاتر","fAtr",-1
"litigious","التقاضي","AltqADy",-1
"little-known","المعروفة قليلا","AlmErwfp qlylA",-1
"livid","غاضب","gADb",-1
"lividly","lividly","lividly",-1
"loath","مشمئز","m$m}z",-1
"loathe","أبغض","AbgD",-1
"loathing","اشمئزاز","A$m}zAz",-1
"loathly","loathly","loathly",-1
"loathsome","كريه","kryh",-1
"loathsomely","loathsomely","loathsomely",-1
"lone","وحيد","wHyd",-1
"loneliness","عزلة","Ezlp",-1
"lonely","وحيدا","wHydA",-1
"loner","وحيد","wHyd",-1
"lonesome","وحيد","wHyd",-1
"long-time","منذ وقت طويل","mn* wqt Twyl",-1
"long-winded","مهزار","mhzAr",-1
"longing","شوق","$wq",-1
"longingly","بشوق","b$wq",-1
"loophole","منفذ","mnf*",-1
"loopholes","الثغرات","AlvgrAt",-1
"loose","فضفاض","fDfAD",-1
"loot","نهب","nhb",-1
"lorn","البحري اللورن","AlbHry Allwrn",-1
"lose","فقد","fqd",-1
"loser","خاسر","xAsr",-1
"losers","الخاسرين","AlxAsryn",-1
"loses","يفقد","yfqd",-1
"losing","فقدان","fqdAn",-1
"loss","خسارة","xsArp",-1
"losses","خسائر","xsA}r",-1
"lost","ضائع","DA}E",-1
"loud","عال","EAl",-1
"louder","أعلى صوتا","AEly SwtA",-1
"lousy","قذر","q*r",-1
"loveless","بلا حب","blA Hb",-1
"lovelorn","متيم","mtym",-1
"low-rated","الاسعار المنخفضة للتصنيف","AlAsEAr AlmnxfDp lltSnyf",-1
"lowly","وضيع","wDyE",-1
"ludicrous","مضحك","mDHk",-1
"ludicrously","بسخافة","bsxAfp",-1
"lugubrious","حدادي","HdAdy",-1
"lukewarm","فاتر","fAtr",-1
"lull","ركود","rkwd",-1
"lumpy","محفر","mHfr",-1
"lunatic","جنوني","jnwny",-1
"lunaticism","lunaticism","lunaticism",-1
"lurch","تمايل","tmAyl",-1
"lure","إغراء","AgrA'",-1
"lurid","رهيب","rhyb",-1
"lurk","ثابر","vAbr",-1
"lurking","مكمن","mkmn",-1
"lying","كذب","k*b",-1
"macabre","مروع","mrwE",-1
"mad","مجنون","mjnwn",-1
"madden","خبل","xbl",-1
"maddening","مجن","mjn",-1
"maddeningly","بجنون","bjnwn",-1
"madder","الفوة نبات صبغي","Alfwp nbAt Sbgy",-1
"madly","بجنون","bjnwn",-1
"madman","مجنون","mjnwn",-1
"madness","جنون","jnwn",-1
"maladjusted","غير منسجم","gyr mnsjm",-1
"maladjustment","عدم إنتظام","Edm AntZAm",-1
"malady","مرض","mrD",-1
"malaise","توعك","twEk",-1
"malcontent","سخط","sxT",-1
"malcontented","malcontented","malcontented",-1
"maledict","maledict","maledict",-1
"malevolence","ضغينة","Dgynp",-1
"malevolent","مضطغن","mDTgn",-1
"malevolently","بحقد","bHqd",-1
"malice","حقد","Hqd",-1
"malicious","خبيث","xbyv",-1
"maliciously","ضار","DAr",-1
"maliciousness","خبث","xbv",-1
"malign","مؤذ","mW*",-1
"malignant","خبيث","xbyv",-1
"malodorous","كريه الرائحة","kryh AlrA}Hp",-1
"maltreatment","سوء المعاملة","sw' AlmEAmlp",-1
"mangle","فسد","fsd",-1
"mangled","المهترئ","Almhtr}",-1
"mangles","mangles","mangles",-1
"mangling","تغيير اسم","tgyyr Asm",-1
"mania","هوس","hws",-1
"maniac","مهووس","mhwws",-1
"maniacal","مهووس","mhwws",-1
"manic","هوسي","hwsy",-1
"manipulate","تلاعب","tlAEb",-1
"manipulation","تلاعب","tlAEb",-1
"manipulative","المتلاعبة","AlmtlAEbp",-1
"manipulators","المتلاعبين","AlmtlAEbyn",-1
"mar","مارس","mArs",-1
"marginal","هامشي","hAm$y",-1
"marginally","هامشي","hAm$y",-1
"martyrdom","استشهاد","Ast$hAd",-1
"martyrdom-seeking","استشهاد التماس","Ast$hAd AltmAs",-1
"mashed","مهروس","mhrws",-1
"massacre","مذبحة","m*bHp",-1
"massacres","المجازر","AlmjAzr",-1
"matte","ماتي","mAty",-1
"mawkish","مثير للغثيان","mvyr llgvyAn",-1
"mawkishly","mawkishly","mawkishly",-1
"mawkishness","تقزز","tqzz",-1
"meager","هزيل","hzyl",-1
"meaningless","لا معنى له","lA mEny lh",-1
"meanness","خسة","xsp",-1
"measly","تافه","tAfh",-1
"meddle","التدخل","Altdxl",-1
"meddlesome","متطفل","mtTfl",-1
"mediocre","متوسط","mtwsT",-1
"mediocrity","توسط","twsT",-1
"melancholy","حزن","Hzn",-1
"melodramatic","مليودرامي","mlywdrAmy",-1
"melodramatically","melodramatically","melodramatically",-1
"meltdown","الانهيار","AlAnhyAr",-1
"menace","تهديد","thdyd",-1
"menacing","متوعد","mtwEd",-1
"menacingly","مهددا","mhddA",-1
"mendacious","كذوب","k*wb",-1
"mendacity","كذب","k*b",-1
"menial","وضيع","wDyE",-1
"merciless","لا يرحم","lA yrHm",-1
"mercilessly","بلا رحمة","blA rHmp",-1
"mess","تعبث","tEbv",-1
"messed","عابث","EAbv",-1
"messes","عبث","Ebv",-1
"messing","العبث","AlEbv",-1
"messy","فوضوي","fwDwy",-1
"midget","قزم","qzm",-1
"miff","شجار","$jAr",-1
"militancy","التشدد","Alt$dd",-1
"mindless","الطائش","AlTA}$",-1
"mindlessly","بغفلة","bgflp",-1
"mirage","سراب","srAb",-1
"mire","مستنقع","mstnqE",-1
"misalign","ترفض تعديل","trfD tEdyl",-1
"misaligned","المنحرفة","AlmnHrfp",-1
"misaligns","misaligns","misaligns",-1
"misapprehend","misapprehend","misapprehend",-1
"misbecome","misbecome","misbecome",-1
"misbecoming","misbecoming","misbecoming",-1
"misbegotten","غير شرعي","gyr $rEy",-1
"misbehave","أساء التصرف","AsA' AltSrf",-1
"misbehavior","سوء سلوك","sw' slwk",-1
"miscalculate","أخطأ في الحساب أو التقدير","AxTA fy AlHsAb Aw Altqdyr",-1
"miscalculation","حساب خاطئ","HsAb xAT}",-1
"miscellaneous","متنوع","mtnwE",-1
"mischief","الأذى","AlA*y",-1
"mischievous","مؤذ","mW*",-1
"mischievously","بخبث","bxbv",-1
"misconception","سوء فهم","sw' fhm",-1
"misconceptions","المفاهيم الخاطئة","AlmfAhym AlxAT}p",-1
"miscreant","وغد","wgd",-1
"miscreants","الأوغاد","AlAwgAd",-1
"misdirection","التضليل","AltDlyl",-1
"miser","البخيل","Albxyl",-1
"miserable","بائس","bA}s",-1
"miserableness","miserableness","miserableness",-1
"miserably","على نحو بائس","Ely nHw bA}s",-1
"miseries","مآسي","mAsy",-1
"miserly","بخيل","bxyl",-1
"misery","بؤس","bWs",-1
"misfit","غير كفؤ","gyr kfW",-1
"misfortune","مصيبة","mSybp",-1
"misgiving","ظن","Zn",-1
"misgivings","شكوك","$kwk",-1
"misguidance","الضلال","AlDlAl",-1
"misguide","ضلل","Dll",-1
"misguided","المضللين","AlmDllyn",-1
"mishandle","خاشن","xA$n",-1
"mishap","حادث","HAdv",-1
"misinform","تضليل","tDlyl",-1
"misinformed","معلومات خاطئة","mElwmAt xAT}p",-1
"misinterpret","أساء التفسير","AsA' Altfsyr",-1
"misjudge","أخطأ في الحكم","AxTA fy AlHkm",-1
"misjudgment","حكم غير عادل","Hkm gyr EAdl",-1
